[14Nov2022 00:00:10.452] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/155716, l='ServerLevel[Vault-Hunters]', x=-815.20, y=16.50, z=-370.50]
[14Nov2022 00:12:45.749] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/162728, l='ServerLevel[Vault-Hunters]', x=-836.20, y=16.50, z=-369.50]
[14Nov2022 00:13:07.249] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/162942, l='ServerLevel[Vault-Hunters]', x=-814.20, y=16.50, z=-368.50]
[14Nov2022 00:13:07.249] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/162945, l='ServerLevel[Vault-Hunters]', x=-814.20, y=16.50, z=-372.50]
[14Nov2022 00:13:09.049] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/162961, l='ServerLevel[Vault-Hunters]', x=-823.20, y=16.50, z=-371.50]
[14Nov2022 00:13:09.251] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/162962, l='ServerLevel[Vault-Hunters]', x=-824.20, y=16.50, z=-368.50]
[14Nov2022 00:13:10.249] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/162977, l='ServerLevel[Vault-Hunters]', x=-829.20, y=16.50, z=-370.50]
[14Nov2022 00:13:11.250] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/162987, l='ServerLevel[Vault-Hunters]', x=-834.20, y=16.50, z=-368.50]
[14Nov2022 00:13:35.147] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163198, l='ServerLevel[Vault-Hunters]', x=-824.20, y=16.50, z=-371.50]
[14Nov2022 00:13:35.548] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163204, l='ServerLevel[Vault-Hunters]', x=-826.20, y=16.50, z=-373.50]
[14Nov2022 00:13:35.948] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163208, l='ServerLevel[Vault-Hunters]', x=-828.20, y=16.50, z=-368.50]
[14Nov2022 00:13:36.747] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163221, l='ServerLevel[Vault-Hunters]', x=-832.20, y=16.50, z=-370.50]
[14Nov2022 00:13:37.548] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163240, l='ServerLevel[Vault-Hunters]', x=-836.20, y=16.50, z=-373.50]
[14Nov2022 00:13:37.947] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163247, l='ServerLevel[Vault-Hunters]', x=-838.20, y=16.50, z=-368.50]
[14Nov2022 00:13:59.648] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163438, l='ServerLevel[Vault-Hunters]', x=-817.20, y=16.50, z=-369.50]
[14Nov2022 00:14:01.047] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163455, l='ServerLevel[Vault-Hunters]', x=-824.20, y=16.50, z=-368.50]
[14Nov2022 00:14:27.147] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163733, l='ServerLevel[Vault-Hunters]', x=-825.20, y=16.50, z=-371.50]
[14Nov2022 00:14:29.148] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163754, l='ServerLevel[Vault-Hunters]', x=-835.20, y=16.50, z=-371.50]
[14Nov2022 00:14:29.148] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163755, l='ServerLevel[Vault-Hunters]', x=-835.20, y=16.50, z=-373.50]
[14Nov2022 00:14:29.348] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163757, l='ServerLevel[Vault-Hunters]', x=-836.20, y=16.50, z=-369.50]
[14Nov2022 00:14:29.348] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163758, l='ServerLevel[Vault-Hunters]', x=-836.20, y=16.50, z=-370.50]
[14Nov2022 00:14:51.050] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/163951, l='ServerLevel[Vault-Hunters]', x=-815.20, y=16.50, z=-371.50]
[14Nov2022 00:14:55.451] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164005, l='ServerLevel[Vault-Hunters]', x=-837.20, y=16.50, z=-370.50]
[14Nov2022 00:14:55.647] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164007, l='ServerLevel[Vault-Hunters]', x=-838.20, y=16.50, z=-368.50]
[14Nov2022 00:15:17.347] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164203, l='ServerLevel[Vault-Hunters]', x=-817.20, y=16.50, z=-368.50]
[14Nov2022 00:15:17.347] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164204, l='ServerLevel[Vault-Hunters]', x=-817.20, y=16.50, z=-373.50]
[14Nov2022 00:15:18.347] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164224, l='ServerLevel[Vault-Hunters]', x=-822.20, y=16.50, z=-371.50]
[14Nov2022 00:15:20.349] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164250, l='ServerLevel[Vault-Hunters]', x=-832.20, y=16.50, z=-371.50]
[14Nov2022 00:15:43.452] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164440, l='ServerLevel[Vault-Hunters]', x=-818.20, y=16.50, z=-372.50]
[14Nov2022 00:15:43.647] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164444, l='ServerLevel[Vault-Hunters]', x=-819.20, y=16.50, z=-371.50]
[14Nov2022 00:15:44.848] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164460, l='ServerLevel[Vault-Hunters]', x=-825.20, y=16.50, z=-373.50]
[14Nov2022 00:15:45.461] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164465, l='ServerLevel[Vault-Hunters]', x=-828.20, y=16.50, z=-372.50]
[14Nov2022 00:15:47.460] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164480, l='ServerLevel[Vault-Hunters]', x=-838.20, y=16.50, z=-372.50]
[14Nov2022 00:16:09.147] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164705, l='ServerLevel[Vault-Hunters]', x=-817.20, y=16.50, z=-369.50]
[14Nov2022 00:16:10.950] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164746, l='ServerLevel[Vault-Hunters]', x=-826.20, y=16.50, z=-372.50]
[14Nov2022 00:16:14.549] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164784, l='ServerLevel[Vault-Hunters]', x=-844.20, y=16.50, z=-368.50]
[14Nov2022 00:16:38.248] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/164976, l='ServerLevel[Vault-Hunters]', x=-833.20, y=16.50, z=-371.50]
[14Nov2022 00:17:02.750] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165188, l='ServerLevel[Vault-Hunters]', x=-826.20, y=16.50, z=-372.50]
[14Nov2022 00:17:30.250] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165423, l='ServerLevel[Vault-Hunters]', x=-834.20, y=16.50, z=-373.50]
[14Nov2022 00:17:51.952] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165613, l='ServerLevel[Vault-Hunters]', x=-813.20, y=16.50, z=-369.50]
[14Nov2022 00:17:53.748] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165631, l='ServerLevel[Vault-Hunters]', x=-822.20, y=16.50, z=-368.50]
[14Nov2022 00:17:53.949] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165641, l='ServerLevel[Vault-Hunters]', x=-823.20, y=16.50, z=-371.50]
[14Nov2022 00:17:54.549] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165649, l='ServerLevel[Vault-Hunters]', x=-826.20, y=16.50, z=-373.50]
[14Nov2022 00:17:55.748] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165662, l='ServerLevel[Vault-Hunters]', x=-832.20, y=16.50, z=-368.50]
[14Nov2022 00:17:55.950] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165666, l='ServerLevel[Vault-Hunters]', x=-833.20, y=16.50, z=-369.50]
[14Nov2022 00:17:56.149] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165668, l='ServerLevel[Vault-Hunters]', x=-834.20, y=16.50, z=-372.50]
[14Nov2022 00:17:57.751] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165682, l='ServerLevel[Vault-Hunters]', x=-842.20, y=16.50, z=-368.50]
[14Nov2022 00:17:57.949] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165687, l='ServerLevel[Vault-Hunters]', x=-843.20, y=16.50, z=-369.50]
[14Nov2022 00:18:18.248] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165838, l='ServerLevel[Vault-Hunters]', x=-815.20, y=16.50, z=-368.50]
[14Nov2022 00:18:20.247] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165870, l='ServerLevel[Vault-Hunters]', x=-825.20, y=16.50, z=-368.50]
[14Nov2022 00:18:22.851] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165905, l='ServerLevel[Vault-Hunters]', x=-838.20, y=16.50, z=-369.50]
[14Nov2022 00:18:23.050] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165907, l='ServerLevel[Vault-Hunters]', x=-839.20, y=16.50, z=-370.50]
[14Nov2022 00:18:24.050] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/165921, l='ServerLevel[Vault-Hunters]', x=-844.20, y=16.50, z=-372.50]
[14Nov2022 00:18:44.348] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166054, l='ServerLevel[Vault-Hunters]', x=-816.20, y=16.50, z=-370.50]
[14Nov2022 00:18:48.750] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166114, l='ServerLevel[Vault-Hunters]', x=-838.20, y=16.50, z=-369.50]
[14Nov2022 00:18:49.150] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166122, l='ServerLevel[Vault-Hunters]', x=-840.20, y=16.50, z=-372.50]
[14Nov2022 00:19:10.648] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166293, l='ServerLevel[Vault-Hunters]', x=-818.20, y=16.50, z=-368.50]
[14Nov2022 00:19:10.648] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166294, l='ServerLevel[Vault-Hunters]', x=-818.20, y=16.50, z=-372.50]
[14Nov2022 00:19:12.648] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166318, l='ServerLevel[Vault-Hunters]', x=-828.20, y=16.50, z=-368.50]
[14Nov2022 00:19:13.048] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166323, l='ServerLevel[Vault-Hunters]', x=-830.20, y=16.50, z=-370.50]
[14Nov2022 00:19:14.248] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166349, l='ServerLevel[Vault-Hunters]', x=-836.20, y=16.50, z=-373.50]
[14Nov2022 00:19:14.649] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166354, l='ServerLevel[Vault-Hunters]', x=-838.20, y=16.50, z=-372.50]
[14Nov2022 00:19:14.848] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166357, l='ServerLevel[Vault-Hunters]', x=-839.20, y=16.50, z=-371.50]
[14Nov2022 00:19:15.047] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166361, l='ServerLevel[Vault-Hunters]', x=-840.20, y=16.50, z=-370.50]
[14Nov2022 00:19:37.947] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166547, l='ServerLevel[Vault-Hunters]', x=-825.20, y=16.50, z=-373.50]
[14Nov2022 00:19:39.546] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166564, l='ServerLevel[Vault-Hunters]', x=-833.20, y=16.50, z=-371.50]
[14Nov2022 00:20:02.046] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166742, l='ServerLevel[Vault-Hunters]', x=-816.20, y=16.50, z=-370.50]
[14Nov2022 00:20:02.046] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166743, l='ServerLevel[Vault-Hunters]', x=-816.20, y=16.50, z=-373.50]
[14Nov2022 00:20:04.047] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166764, l='ServerLevel[Vault-Hunters]', x=-826.20, y=16.50, z=-370.50]
[14Nov2022 00:20:06.047] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166789, l='ServerLevel[Vault-Hunters]', x=-836.20, y=16.50, z=-370.50]
[14Nov2022 00:20:06.247] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166792, l='ServerLevel[Vault-Hunters]', x=-837.20, y=16.50, z=-372.50]
[14Nov2022 00:20:06.453] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166797, l='ServerLevel[Vault-Hunters]', x=-838.20, y=16.50, z=-368.50]
[14Nov2022 00:20:06.453] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/166798, l='ServerLevel[Vault-Hunters]', x=-838.20, y=16.50, z=-369.50]
[14Nov2022 00:20:29.948] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167014, l='ServerLevel[Vault-Hunters]', x=-826.20, y=16.50, z=-369.50]
[14Nov2022 00:20:30.347] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167018, l='ServerLevel[Vault-Hunters]', x=-828.20, y=16.50, z=-373.50]
[14Nov2022 00:20:31.347] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167033, l='ServerLevel[Vault-Hunters]', x=-833.20, y=16.50, z=-371.50]
[14Nov2022 00:20:31.948] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167044, l='ServerLevel[Vault-Hunters]', x=-836.20, y=16.50, z=-369.50]
[14Nov2022 00:20:53.452] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167228, l='ServerLevel[Vault-Hunters]', x=-814.20, y=16.50, z=-370.50]
[14Nov2022 00:20:54.047] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167239, l='ServerLevel[Vault-Hunters]', x=-817.20, y=16.50, z=-373.50]
[14Nov2022 00:20:56.247] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167255, l='ServerLevel[Vault-Hunters]', x=-828.20, y=16.50, z=-368.50]
[14Nov2022 00:20:57.452] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167272, l='ServerLevel[Vault-Hunters]', x=-834.20, y=16.50, z=-370.50]
[14Nov2022 00:20:58.247] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167277, l='ServerLevel[Vault-Hunters]', x=-838.20, y=16.50, z=-368.50]
[14Nov2022 00:21:19.947] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167458, l='ServerLevel[Vault-Hunters]', x=-817.20, y=16.50, z=-373.50]
[14Nov2022 00:21:23.548] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167494, l='ServerLevel[Vault-Hunters]', x=-835.20, y=16.50, z=-369.50]
[14Nov2022 00:21:23.548] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167495, l='ServerLevel[Vault-Hunters]', x=-835.20, y=16.50, z=-372.50]
[14Nov2022 00:21:25.148] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167514, l='ServerLevel[Vault-Hunters]', x=-843.20, y=16.50, z=-370.50]
[14Nov2022 00:21:45.648] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167676, l='ServerLevel[Vault-Hunters]', x=-816.20, y=16.50, z=-370.50]
[14Nov2022 00:21:46.454] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167683, l='ServerLevel[Vault-Hunters]', x=-820.20, y=16.50, z=-368.50]
[14Nov2022 00:21:48.452] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167697, l='ServerLevel[Vault-Hunters]', x=-830.20, y=16.50, z=-368.50]
[14Nov2022 00:22:11.947] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167873, l='ServerLevel[Vault-Hunters]', x=-818.20, y=16.50, z=-370.50]
[14Nov2022 00:22:12.947] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167888, l='ServerLevel[Vault-Hunters]', x=-823.20, y=16.50, z=-372.50]
[14Nov2022 00:22:13.347] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167893, l='ServerLevel[Vault-Hunters]', x=-825.20, y=16.50, z=-368.50]
[14Nov2022 00:22:13.947] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167902, l='ServerLevel[Vault-Hunters]', x=-828.20, y=16.50, z=-370.50]
[14Nov2022 00:22:15.948] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/167933, l='ServerLevel[Vault-Hunters]', x=-838.20, y=16.50, z=-370.50]
[14Nov2022 00:22:36.847] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168053, l='ServerLevel[Vault-Hunters]', x=-813.20, y=16.50, z=-372.50]
[14Nov2022 00:22:37.452] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168058, l='ServerLevel[Vault-Hunters]', x=-816.20, y=16.50, z=-371.50]
[14Nov2022 00:22:38.647] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168071, l='ServerLevel[Vault-Hunters]', x=-822.20, y=16.50, z=-368.50]
[14Nov2022 00:22:39.452] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168079, l='ServerLevel[Vault-Hunters]', x=-826.20, y=16.50, z=-370.50]
[14Nov2022 00:22:42.248] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168112, l='ServerLevel[Vault-Hunters]', x=-840.20, y=16.50, z=-373.50]
[14Nov2022 00:23:05.148] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168304, l='ServerLevel[Vault-Hunters]', x=-825.20, y=16.50, z=-371.50]
[14Nov2022 00:23:07.147] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168323, l='ServerLevel[Vault-Hunters]', x=-835.20, y=16.50, z=-372.50]
[14Nov2022 00:23:07.547] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168326, l='ServerLevel[Vault-Hunters]', x=-837.20, y=16.50, z=-370.50]
[14Nov2022 00:23:31.247] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168510, l='ServerLevel[Vault-Hunters]', x=-826.20, y=16.50, z=-368.50]
[14Nov2022 00:23:32.452] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168517, l='ServerLevel[Vault-Hunters]', x=-832.20, y=16.50, z=-369.50]
[14Nov2022 00:23:33.247] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168528, l='ServerLevel[Vault-Hunters]', x=-836.20, y=16.50, z=-372.50]
[14Nov2022 00:23:33.647] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168531, l='ServerLevel[Vault-Hunters]', x=-838.20, y=16.50, z=-370.50]
[14Nov2022 00:23:55.947] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168703, l='ServerLevel[Vault-Hunters]', x=-820.20, y=16.50, z=-371.50]
[14Nov2022 00:23:56.747] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168716, l='ServerLevel[Vault-Hunters]', x=-824.20, y=16.50, z=-370.50]
[14Nov2022 00:23:57.948] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168734, l='ServerLevel[Vault-Hunters]', x=-830.20, y=16.50, z=-371.50]
[14Nov2022 00:24:24.248] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168971, l='ServerLevel[Vault-Hunters]', x=-832.20, y=16.50, z=-368.50]
[14Nov2022 00:24:24.454] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168978, l='ServerLevel[Vault-Hunters]', x=-833.20, y=16.50, z=-370.50]
[14Nov2022 00:24:25.248] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168987, l='ServerLevel[Vault-Hunters]', x=-837.20, y=16.50, z=-373.50]
[14Nov2022 00:24:25.847] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/168996, l='ServerLevel[Vault-Hunters]', x=-840.20, y=16.50, z=-369.50]
[14Nov2022 00:24:26.247] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/169003, l='ServerLevel[Vault-Hunters]', x=-842.20, y=16.50, z=-368.50]
[14Nov2022 00:24:26.452] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/169004, l='ServerLevel[Vault-Hunters]', x=-843.20, y=16.50, z=-370.50]
[14Nov2022 00:24:50.347] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/169179, l='ServerLevel[Vault-Hunters]', x=-833.20, y=16.50, z=-373.50]
[14Nov2022 00:24:52.346] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/169199, l='ServerLevel[Vault-Hunters]', x=-843.20, y=16.50, z=-373.50]
[14Nov2022 00:25:04.902] [Server thread/INFO] [net.minecraft.network.play.ServerPlayNetHandler/]: Phred7 lost connection: Disconnected
[14Nov2022 00:25:04.902] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Phred7 left the game
[14Nov2022 01:00:01.892] [RCON Listener #2/INFO] [net.minecraft.network.rcon.RConThread/]: Thread RCON Client /192.168.1.200 started
[14Nov2022 01:00:01.892] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon] ---saving world---
[14Nov2022 01:00:02.893] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon: Automatic saving is now disabled]
[14Nov2022 01:00:03.937] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon: Saved the game]
[14Nov2022 01:00:04.938] [RCON Client /192.168.1.200 #119/INFO] [net.minecraft.network.rcon.ClientThread/]: Thread RCON Client /192.168.1.200 shutting down
[14Nov2022 01:01:52.996] [RCON Listener #2/INFO] [net.minecraft.network.rcon.RConThread/]: Thread RCON Client /192.168.1.200 started
[14Nov2022 01:01:52.997] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon: Automatic saving is now enabled]
[14Nov2022 01:01:53.997] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon] ---saving world complete---
[14Nov2022 01:01:53.998] [RCON Client /192.168.1.200 #120/INFO] [net.minecraft.network.rcon.ClientThread/]: Thread RCON Client /192.168.1.200 shutting down
[14Nov2022 05:00:01.054] [RCON Listener #2/INFO] [net.minecraft.network.rcon.RConThread/]: Thread RCON Client /192.168.1.200 started
[14Nov2022 05:00:01.055] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon] ---saving world---
[14Nov2022 05:00:02.055] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon: Automatic saving is now disabled]
